,instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,predict
222,223,2011-08-11,3,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,812,3980,4792,4849.693878169877
223,224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,4959.709530269361
224,225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,4230.94986046176
225,226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,4175.021641414141
226,227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,4486.78722744588
227,228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.23632899999999998,721,4004,4725,4747.364031967712
228,229,2011-08-17,3,0,8,0,3,1,1,0.723333,0.666671,0.575417,0.14366700000000002,668,4026,4694,4730.662414091447
229,230,2011-08-18,3,0,8,0,4,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,4160.909168243327
230,231,2011-08-19,3,0,8,0,5,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,4305.323870057393
231,232,2011-08-20,3,0,8,0,6,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,5169.318845221445
232,233,2011-08-21,3,0,8,0,0,0,1,0.710833,0.675525,0.77,0.248754,1249,2624,3873,4076.5433246229213
233,234,2011-08-22,3,0,8,0,1,1,1,0.691667,0.638254,0.47,0.27675,833,3925,4758,4977.896020258565
234,235,2011-08-23,3,0,8,0,2,1,1,0.640833,0.606067,0.455417,0.146763,1281,4614,5895,5521.587517850699
235,236,2011-08-24,3,0,8,0,3,1,1,0.673333,0.630692,0.605,0.253108,949,4181,5130,4975.264774782867
236,237,2011-08-25,3,0,8,0,4,1,2,0.684167,0.645854,0.771667,0.210833,435,3107,3542,3827.2154271284267
237,238,2011-08-26,3,0,8,0,5,1,1,0.7,0.659733,0.76125,0.0839625,768,3893,4661,4692.197788694639
238,239,2011-08-27,3,0,8,0,6,0,2,0.68,0.635556,0.85,0.37561700000000003,226,889,1115,2159.1872857142853
239,240,2011-08-28,3,0,8,0,0,0,1,0.707059,0.6479590000000001,0.561765,0.304659,1415,2919,4334,4539.63747901735
240,241,2011-08-29,3,0,8,0,1,1,1,0.636667,0.607958,0.554583,0.159825,729,3905,4634,4866.296079806851
241,242,2011-08-30,3,0,8,0,2,1,1,0.639167,0.594704,0.548333,0.12500799999999998,775,4429,5204,5081.120236107504
242,243,2011-08-31,3,0,8,0,3,1,1,0.656667,0.611121,0.597917,0.08333330000000001,688,4370,5058,5039.251119562727
243,244,2011-09-01,3,0,9,0,4,1,1,0.655,0.614921,0.639167,0.141796,783,4332,5115,4969.489563313749
244,245,2011-09-02,3,0,9,0,5,1,2,0.643333,0.604808,0.727083,0.139929,875,3852,4727,4589.176303263076
245,246,2011-09-03,3,0,9,0,6,0,1,0.669167,0.633213,0.716667,0.185325,1935,2549,4484,4694.818742692493
246,247,2011-09-04,3,0,9,0,0,0,1,0.709167,0.665429,0.742083,0.206467,2521,2419,4940,4771.178497124965
247,248,2011-09-05,3,0,9,1,1,0,2,0.673333,0.625646,0.790417,0.212696,1236,2115,3351,4309.666914185815
248,249,2011-09-06,3,0,9,0,2,1,3,0.54,0.5152,0.886957,0.343943,204,2506,2710,2517.8104
249,250,2011-09-07,3,0,9,0,3,1,3,0.599167,0.544229,0.917083,0.0970208,118,1878,1996,2400.564
250,251,2011-09-08,3,0,9,0,4,1,3,0.6339130000000001,0.555361,0.939565,0.192748,153,1689,1842,2198.674
251,252,2011-09-09,3,0,9,0,5,1,2,0.65,0.578946,0.897917,0.12437899999999999,417,3127,3544,3744.2891777777777
252,253,2011-09-10,3,0,9,0,6,0,1,0.66,0.607962,0.75375,0.153608,1750,3595,5345,5109.252923909423
253,254,2011-09-11,3,0,9,0,0,0,1,0.6533329999999999,0.609229,0.71375,0.11505399999999999,1633,3413,5046,4953.851817758977
254,255,2011-09-12,3,0,9,0,1,1,1,0.6443479999999999,0.60213,0.692174,0.088913,690,4023,4713,4780.339309167868
255,256,2011-09-13,3,0,9,0,2,1,1,0.650833,0.603554,0.7125,0.14180399999999999,701,4062,4763,4784.092606935245
256,257,2011-09-14,3,0,9,0,3,1,1,0.673333,0.6269,0.697083,0.1673,647,4138,4785,4749.17371025069
257,258,2011-09-15,3,0,9,0,4,1,2,0.5775,0.553671,0.709167,0.271146,428,3231,3659,3845.6157220779232
258,259,2011-09-16,3,0,9,0,5,1,2,0.469167,0.461475,0.590417,0.164183,742,4018,4760,4486.060372727273
259,260,2011-09-17,3,0,9,0,6,0,2,0.491667,0.478512,0.718333,0.189675,1434,3077,4511,4399.627091269841
260,261,2011-09-18,3,0,9,0,0,0,1,0.5075,0.490537,0.695,0.178483,1353,2921,4274,4392.016530575346
261,262,2011-09-19,3,0,9,0,1,1,2,0.549167,0.529675,0.69,0.15174200000000002,691,3848,4539,4513.197734160258
262,263,2011-09-20,3,0,9,0,2,1,2,0.561667,0.532217,0.88125,0.134954,438,3203,3641,3870.810661111111
263,264,2011-09-21,3,0,9,0,3,1,2,0.595,0.5505329999999999,0.9,0.0964042,539,3813,4352,4218.240616161616
264,265,2011-09-22,3,0,9,0,4,1,2,0.628333,0.554963,0.902083,0.128125,555,4240,4795,4451.398444444445
265,266,2011-09-23,4,0,9,0,5,1,2,0.609167,0.522125,0.9725,0.0783667,258,2137,2395,3841.459733333333
266,267,2011-09-24,4,0,9,0,6,0,2,0.606667,0.564412,0.8625,0.0783833,1776,3647,5423,4205.405066666666
267,268,2011-09-25,4,0,9,0,0,0,2,0.634167,0.572637,0.845,0.0503792,1544,3466,5010,4510.466
268,269,2011-09-26,4,0,9,0,1,1,2,0.649167,0.589042,0.848333,0.1107,684,3946,4630,4477.65919047619
269,270,2011-09-27,4,0,9,0,2,1,2,0.636667,0.574525,0.885417,0.118171,477,3643,4120,4006.528
270,271,2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.14862899999999998,480,3427,3907,3937.644350815851
271,272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.17288299999999998,653,4186,4839,4830.764458857395
272,273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,5023.813382727667
273,274,2011-10-01,4,0,10,0,6,0,2,0.41,0.41286300000000004,0.75375,0.292296,480,1949,2429,2698.304
274,275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.22201300000000002,616,2302,2918,3134.55
275,276,2011-10-03,4,0,10,0,1,1,2,0.384167,0.392046,0.760833,0.08334580000000001,330,3240,3570,3663.0999714285713
276,277,2011-10-04,4,0,10,0,2,1,1,0.484167,0.472858,0.71,0.205854,486,3970,4456,4445.641630879305
277,278,2011-10-05,4,0,10,0,3,1,1,0.538333,0.527138,0.647917,0.17725,559,4267,4826,4778.853160573053
278,279,2011-10-06,4,0,10,0,4,1,1,0.494167,0.480425,0.620833,0.134954,639,4126,4765,4612.894253763123
279,280,2011-10-07,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,5032.626405411255
280,281,2011-10-08,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,5318.449552380953
281,282,2011-10-09,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,5290.771428026812
282,283,2011-10-10,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,5101.528003640088
283,284,2011-10-11,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,4352.290492973693
284,285,2011-10-12,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,2483.822
285,286,2011-10-13,4,0,10,0,4,1,2,0.589167,0.551804,0.896667,0.141787,290,2623,2913,3312.655111111111
286,287,2011-10-14,4,0,10,0,5,1,2,0.550833,0.529675,0.71625,0.223883,529,3115,3644,3908.721315873016
287,288,2011-10-15,4,0,10,0,6,0,1,0.506667,0.498725,0.483333,0.258083,1899,3318,5217,5155.484719047619
288,289,2011-10-16,4,0,10,0,0,0,1,0.511667,0.503154,0.486667,0.281717,1748,3293,5041,4927.7239388888875
289,290,2011-10-17,4,0,10,0,1,1,1,0.5341670000000001,0.510725,0.579583,0.175379,713,3857,4570,4703.506141566717
290,291,2011-10-18,4,0,10,0,2,1,2,0.5325,0.522721,0.701667,0.11008699999999999,637,4111,4748,4663.7219841661345
291,292,2011-10-19,4,0,10,0,3,1,3,0.5417390000000001,0.513848,0.895217,0.243339,254,2170,2424,2725.724
292,293,2011-10-20,4,0,10,0,4,1,1,0.475833,0.466525,0.63625,0.422275,471,3724,4195,4337.6469692030205
293,294,2011-10-21,4,0,10,0,5,1,1,0.4275,0.42359600000000003,0.574167,0.221396,676,3628,4304,3598.1876557109563
294,295,2011-10-22,4,0,10,0,6,0,1,0.4225,0.425492,0.629167,0.09266669999999999,1499,2809,4308,4004.0366666666664
295,296,2011-10-23,4,0,10,0,0,0,1,0.421667,0.422333,0.74125,0.0995125,1619,2762,4381,3678.1200619047613
296,297,2011-10-24,4,0,10,0,1,1,1,0.463333,0.457067,0.772083,0.11879200000000001,699,3488,4187,4056.1000063492065
297,298,2011-10-25,4,0,10,0,2,1,1,0.471667,0.463375,0.622917,0.166658,695,3992,4687,4490.30140105124
298,299,2011-10-26,4,0,10,0,3,1,2,0.484167,0.472846,0.720417,0.148642,404,3490,3894,4208.730596425798
299,300,2011-10-27,4,0,10,0,4,1,2,0.47,0.457046,0.812917,0.19776300000000002,240,2419,2659,3138.6995
300,301,2011-10-28,4,0,10,0,5,1,2,0.330833,0.318812,0.585833,0.229479,456,3291,3747,3412.6186666666663
301,302,2011-10-29,4,0,10,0,6,0,3,0.25416700000000003,0.227913,0.8825,0.351371,57,570,627,1069.278
302,303,2011-10-30,4,0,10,0,0,0,1,0.31916700000000003,0.321329,0.62375,0.176617,885,2446,3331,3291.0143
303,304,2011-10-31,4,0,10,0,1,1,1,0.34,0.356063,0.703333,0.10635,362,3307,3669,3576.8046666666664
304,305,2011-11-01,4,0,11,0,2,1,1,0.400833,0.397088,0.68375,0.135571,410,3658,4068,3785.5432
305,306,2011-11-02,4,0,11,0,3,1,1,0.3775,0.390133,0.71875,0.08209169999999999,370,3816,4186,4039.7135714285714
306,307,2011-11-03,4,0,11,0,4,1,1,0.408333,0.405921,0.702083,0.136817,318,3656,3974,3846.901
307,308,2011-11-04,4,0,11,0,5,1,2,0.403333,0.40339200000000003,0.6225,0.271779,470,3576,4046,3388.7573333333335
308,309,2011-11-05,4,0,11,0,6,0,1,0.326667,0.323854,0.519167,0.18906199999999998,1156,2770,3926,3520.672
309,310,2011-11-06,4,0,11,0,0,0,1,0.348333,0.362358,0.734583,0.09205419999999999,952,2697,3649,3688.0063047619046
310,311,2011-11-07,4,0,11,0,1,1,1,0.395,0.400871,0.75875,0.057225,373,3662,4035,3998.2760666666663
311,312,2011-11-08,4,0,11,0,2,1,1,0.408333,0.412246,0.7216670000000001,0.0690375,376,3829,4205,4117.49
312,313,2011-11-09,4,0,11,0,3,1,1,0.4,0.40907899999999997,0.758333,0.06219580000000001,305,3804,4109,4069.673333333333
313,314,2011-11-10,4,0,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,190,2743,2933,2997.314
314,315,2011-11-11,4,0,11,1,5,0,1,0.324167,0.306817,0.44625,0.314675,440,2928,3368,3485.335
315,316,2011-11-12,4,0,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062,1275,2792,4067,3679.8112
316,317,2011-11-13,4,0,11,0,0,0,1,0.440833,0.43055,0.458333,0.281721,1004,2713,3717,3682.05
317,318,2011-11-14,4,0,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,595,3891,4486,4439.362212248861
318,319,2011-11-15,4,0,11,0,2,1,2,0.53,0.507579,0.68875,0.199633,449,3746,4195,4219.133469696971
319,320,2011-11-16,4,0,11,0,3,1,3,0.456667,0.451988,0.93,0.136829,145,1672,1817,2543.96
320,321,2011-11-17,4,0,11,0,4,1,2,0.341667,0.323221,0.575833,0.30536199999999997,139,2914,3053,3157.873
321,322,2011-11-18,4,0,11,0,5,1,1,0.274167,0.272721,0.41,0.168533,245,3147,3392,3219.3488666666667
322,323,2011-11-19,4,0,11,0,6,0,1,0.329167,0.32448299999999997,0.502083,0.224496,943,2720,3663,3407.9292
323,324,2011-11-20,4,0,11,0,0,0,2,0.463333,0.457058,0.6845829999999999,0.18595,787,2733,3520,3716.8476666666666
324,325,2011-11-21,4,0,11,0,1,1,3,0.4475,0.445062,0.91,0.138054,220,2545,2765,2630.386
325,326,2011-11-22,4,0,11,0,2,1,3,0.416667,0.421696,0.9625,0.11879200000000001,69,1538,1607,1877.97
326,327,2011-11-23,4,0,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,112,2454,2566,2827.9126666666666
327,328,2011-11-24,4,0,11,1,4,0,1,0.37333299999999997,0.372471,0.549167,0.167304,560,935,1495,2115.2642
328,329,2011-11-25,4,0,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,1095,1697,2792,3007.59
329,330,2011-11-26,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,3181.066
330,331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,3398.0402333333327
331,332,2011-11-28,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867,4109.891247619048
332,333,2011-11-29,4,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,96,2818,2914,3090.404
333,334,2011-11-30,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,3093.561466666667
334,335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,3394.704
335,336,2011-12-02,4,0,12,0,5,1,1,0.31416700000000003,0.331433,0.625833,0.100754,268,3672,3940,3787.5237714285718
336,337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,3648.211104761905
337,338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.08395830000000001,634,2851,3485,3573.4718
338,339,2011-12-05,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.06220830000000001,233,3578,3811,3717.9157333333333
339,340,2011-12-06,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.23258299999999998,126,2468,2594,2436.96
340,341,2011-12-07,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705,1377.608
341,342,2011-12-08,4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,150,3172,3322,3098.3062
342,343,2011-12-09,4,0,12,0,5,1,1,0.290833,0.317542,0.695833,0.08271669999999999,261,3359,3620,3673.9112380952383
343,344,2011-12-10,4,0,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,502,2688,3190,3208.406
344,345,2011-12-11,4,0,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,2886.078
345,346,2011-12-12,4,0,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,3116.544
346,347,2011-12-13,4,0,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,3453.9591714285716
347,348,2011-12-14,4,0,12,0,3,1,2,0.3175,0.338362,0.66375,0.06095830000000001,178,3562,3740,3677.103071428571
348,349,2011-12-15,4,0,12,0,4,1,2,0.4225,0.41223699999999996,0.634167,0.268042,181,3528,3709,3486.3605
349,350,2011-12-16,4,0,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,178,3399,3577,3276.7035
350,351,2011-12-17,4,0,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,275,2464,2739,2878.0665
351,352,2011-12-18,4,0,12,0,0,0,1,0.238333,0.245579,0.58625,0.16977899999999999,220,2211,2431,2648.316
352,353,2011-12-19,4,0,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,260,3143,3403,3303.890838095238
353,354,2011-12-20,4,0,12,0,2,1,2,0.385833,0.396454,0.595417,0.06157080000000001,216,3534,3750,3668.4627380952384
354,355,2011-12-21,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660,2579.32
355,356,2011-12-22,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068,2977.6806666666666
356,357,2011-12-23,1,0,12,0,5,1,1,0.37333299999999997,0.377513,0.68625,0.274246,163,2046,2209,2188.0346
357,358,2011-12-24,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011,1409.48
358,359,2011-12-25,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754,1246.996
359,360,2011-12-26,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317,1557.1
360,361,2011-12-27,1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,103,1059,1162,1478.19
361,362,2011-12-28,1,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.29396100000000003,255,2047,2302,1766.35
362,363,2011-12-29,1,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.11941199999999999,254,2169,2423,2199.904
363,364,2011-12-30,1,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.13433699999999998,491,2508,2999,2198.876
364,365,2011-12-31,1,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,665,1820,2485,2393.54
365,366,2012-01-01,1,1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,686,1608,2294,2858.246
366,367,2012-01-02,1,1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,244,1707,1951,2418.066
367,368,2012-01-03,1,1,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,89,2147,2236,2412.278
368,369,2012-01-04,1,1,1,0,3,1,2,0.1075,0.11933699999999998,0.414583,0.1847,95,2273,2368,2634.66
369,370,2012-01-05,1,1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,140,3132,3272,3256.9625
370,371,2012-01-06,1,1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,307,3791,4098,4069.0335
371,372,2012-01-07,1,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,1070,3451,4521,4365.402
372,373,2012-01-08,1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.19154200000000002,599,2826,3425,3464.463
373,374,2012-01-09,1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,106,2270,2376,2457.564
374,375,2012-01-10,1,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,173,3425,3598,3630.5195
375,376,2012-01-11,1,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,92,2085,2177,2441.57
376,377,2012-01-12,1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.18096700000000002,269,3828,4097,3814.4393333333337
377,378,2012-01-13,1,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,174,3040,3214,3120.978
378,379,2012-01-14,1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,333,2160,2493,2619.928
379,380,2012-01-15,1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,284,2027,2311,2446.198
380,381,2012-01-16,1,1,1,1,1,0,1,0.19,0.190663,0.5225,0.23135799999999998,217,2081,2298,2557.142
381,382,2012-01-17,1,1,1,0,2,1,2,0.37304299999999996,0.36427800000000005,0.716087,0.34913,127,2808,2935,3302.712
382,383,2012-01-18,1,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,109,3267,3376,3491.413333333333
383,384,2012-01-19,1,1,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,130,3162,3292,3117.988
384,385,2012-01-20,1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,115,3048,3163,3032.004
385,386,2012-01-21,1,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,67,1234,1301,1695.736
386,387,2012-01-22,1,1,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,196,1781,1977,2053.59
387,388,2012-01-23,1,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.11070799999999999,145,2287,2432,2316.44
388,389,2012-01-24,1,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,439,3900,4339,3896.812
389,390,2012-01-25,1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,467,3803,4270,4041.805
390,391,2012-01-26,1,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.07339580000000001,244,3831,4075,3727.272
391,392,2012-01-27,1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,3683.754
392,393,2012-01-28,1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,3895.294
393,394,2012-01-29,1,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,3313.621
394,395,2012-01-30,1,1,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,3459.629
395,396,2012-01-31,1,1,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324,4185,4509,4333.2495
396,397,2012-02-01,1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,304,4275,4579,4707.188
397,398,2012-02-02,1,1,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,190,3571,3761,3728.6392
398,399,2012-02-03,1,1,2,0,5,1,1,0.313333,0.309346,0.526667,0.17849600000000002,310,3841,4151,4020.6852380952378
399,400,2012-02-04,1,1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896,384,2448,2832,2807.968
400,401,2012-02-05,1,1,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,318,2629,2947,2728.774
401,402,2012-02-06,1,1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,206,3578,3784,3668.4151000000006
402,403,2012-02-07,1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,199,4176,4375,4243.858666666667
403,404,2012-02-08,1,1,2,0,3,1,2,0.25666700000000003,0.266421,0.722917,0.133721,109,2693,2802,2751.978
404,405,2012-02-09,1,1,2,0,4,1,1,0.265,0.261988,0.562083,0.194037,163,3667,3830,3674.1187666666665
405,406,2012-02-10,1,1,2,0,5,1,2,0.280833,0.293558,0.54,0.11692899999999999,227,3604,3831,3615.853666666667
406,407,2012-02-11,1,1,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,192,1977,2169,2307.932
407,408,2012-02-12,1,1,2,0,0,0,1,0.1275,0.101658,0.46458299999999997,0.40921199999999996,73,1456,1529,2093.412
408,409,2012-02-13,1,1,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283,94,3328,3422,3227.084
409,410,2012-02-14,1,1,2,0,2,1,2,0.31916700000000003,0.333946,0.50875,0.141179,135,3787,3922,3756.2832000000003
410,411,2012-02-15,1,1,2,0,3,1,1,0.348333,0.35162899999999997,0.53125,0.1816,141,4028,4169,4143.398838095238
411,412,2012-02-16,1,1,2,0,4,1,2,0.31666700000000003,0.330162,0.7529170000000001,0.091425,74,2931,3005,3243.194
412,413,2012-02-17,1,1,2,0,5,1,1,0.343333,0.35162899999999997,0.634583,0.205846,349,3805,4154,4064.008271428571
413,414,2012-02-18,1,1,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929,1435,2883,4318,4075.133271428571
414,415,2012-02-19,1,1,2,0,0,0,2,0.28,0.265788,0.515833,0.253112,618,2071,2689,2844.972
415,416,2012-02-20,1,1,2,1,1,0,1,0.28,0.273391,0.507826,0.22908299999999998,502,2627,3129,3182.766666666667
416,417,2012-02-21,1,1,2,0,2,1,1,0.287826,0.295113,0.594348,0.205717,163,3614,3777,3749.2623000000003
417,418,2012-02-22,1,1,2,0,3,1,1,0.395833,0.392667,0.567917,0.234471,394,4379,4773,4554.3072
418,419,2012-02-23,1,1,2,0,4,1,1,0.454167,0.444446,0.554583,0.190913,516,4546,5062,5010.008
419,420,2012-02-24,1,1,2,0,5,1,2,0.4075,0.41097100000000003,0.7375,0.237567,246,3241,3487,3574.216
420,421,2012-02-25,1,1,2,0,6,0,1,0.290833,0.255675,0.395833,0.421642,317,2415,2732,3528.444
421,422,2012-02-26,1,1,2,0,0,0,1,0.279167,0.268308,0.41,0.205229,515,2874,3389,3290.242
422,423,2012-02-27,1,1,2,0,1,1,1,0.366667,0.357954,0.490833,0.26803299999999997,253,4069,4322,4158.248
423,424,2012-02-28,1,1,2,0,2,1,1,0.359167,0.353525,0.395833,0.193417,229,4134,4363,4096.804700000001
424,425,2012-02-29,1,1,2,0,3,1,2,0.344348,0.34847,0.804783,0.179117,65,1769,1834,2499.4
425,426,2012-03-01,1,1,3,0,4,1,1,0.485833,0.475371,0.615417,0.226987,325,4665,4990,5075.786
426,427,2012-03-02,1,1,3,0,5,1,2,0.353333,0.359842,0.657083,0.144904,246,2948,3194,4096.856
427,428,2012-03-03,1,1,3,0,6,0,2,0.414167,0.413492,0.62125,0.161079,956,3110,4066,4226.650571428571
428,429,2012-03-04,1,1,3,0,0,0,1,0.325833,0.303021,0.403333,0.334571,710,2713,3423,3795.516
429,430,2012-03-05,1,1,3,0,1,1,1,0.243333,0.241171,0.50625,0.228858,203,3130,3333,3333.976
430,431,2012-03-06,1,1,3,0,2,1,1,0.258333,0.255042,0.456667,0.200875,221,3735,3956,3739.894
431,432,2012-03-07,1,1,3,0,3,1,1,0.404167,0.3851,0.513333,0.345779,432,4484,4916,4641.574
432,433,2012-03-08,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563,486,4896,5382,5510.2807999999995
433,434,2012-03-09,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,4438.848
434,435,2012-03-10,1,1,3,0,6,0,1,0.2875,0.277767,0.35041700000000003,0.22575,968,3150,4118,3974.431
435,436,2012-03-11,1,1,3,0,0,0,1,0.361739,0.35967,0.47695699999999996,0.22258699999999998,1658,3253,4911,4530.414
436,437,2012-03-12,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,5285.416
437,438,2012-03-13,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,5795.1024
438,439,2012-03-14,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.11506199999999998,997,5315,6312,6241.400057142858
439,440,2012-03-15,1,1,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883,1005,5187,6192,6166.732990476191
440,441,2012-03-16,1,1,3,0,5,1,2,0.43583299999999997,0.436229,0.842083,0.113192,548,3830,4378,4562.236
441,442,2012-03-17,1,1,3,0,6,0,2,0.514167,0.505046,0.755833,0.110704,3155,4681,7836,6957.311866666667
442,443,2012-03-18,1,1,3,0,0,0,2,0.4725,0.46399999999999997,0.81,0.126883,2207,3685,5892,5212.952666666666
443,444,2012-03-19,1,1,3,0,1,1,1,0.545,0.532821,0.72875,0.16231700000000002,982,5171,6153,6084.2416539682545
444,445,2012-03-20,1,1,3,0,2,1,1,0.560833,0.538533,0.807917,0.121271,1051,5042,6093,6093.286
445,446,2012-03-21,2,1,3,0,3,1,2,0.531667,0.513258,0.82125,0.08955830000000001,1122,5108,6230,6088.395380952381
446,447,2012-03-22,2,1,3,0,4,1,1,0.554167,0.531567,0.83125,0.11756199999999999,1334,5537,6871,6557.788404761904
447,448,2012-03-23,2,1,3,0,5,1,2,0.601667,0.570067,0.694167,0.1163,2469,5893,8362,7710.0989
448,449,2012-03-24,2,1,3,0,6,0,2,0.5025,0.48673299999999997,0.885417,0.19278299999999998,1033,2339,3372,4106.668
